Id	SRR3033158	SRR3033159	SRR3033160	SRR3033164	SRR3033165	SRR3033166	SRR3033161	SRR3033162	SRR3033163	SRR3033167	SRR3033168	norm.SRR3033158	norm.SRR3033159	norm.SRR3033160	norm.SRR3033164	norm.SRR3033165	norm.SRR3033166	norm.SRR3033161	norm.SRR3033162	norm.SRR3033163	norm.SRR3033167	norm.SRR3033168	baseMean	WT	codY	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
LMRG_RS03545	4705	4627	3370	9921	8397	8349	3906	3533	3013	6246	7665	6054	6006	5314	7370	5549	6090	4869	4389	4327	4081	5266	5392.32	6064	4586	0.756	-0.403	-3.578	0.00034566686657702	0.00660036868207202	0.0122	0.1968	0.0164	0.0164	TRUE	0.1391
LMRG_RS07905	616	241	140	74	46	62	20	23	25	92	57	793	313	221	55	30	45	25	29	36	60	39	149.58	243	38	0.156	-2.68	-3.571	0.000355399352176036	0.0067406615385871	0.8017	0.205	0.7208	0.7208	TRUE	0.4657
LMRG_RS09360	2743	2640	2333	4830	5206	4419	1689	1795	1812	4042	4789	3529	3427	3679	3588	3440	3223	2105	2230	2602	2641	3290	3068.7	3481	2574	0.74	-0.435	-3.506	0.000455301478081119	0.00848227171539283	0.0151	0.197	0.0198	0.0198	TRUE	0.3021
LMRG_RS12265	5283	5730	2972	6780	6968	5582	2175	2126	2072	5673	6130	6797	7438	4686	5037	4605	4072	2711	2641	2975	3707	4212	4443.75	5439	3249	0.598	-0.743	-3.505	0.000456229759638963	0.00848227171539283	0.0537	0.1969	0.0586	0.0586	TRUE	0.1505
LMRG_RS00925	1554	1567	1338	2589	2497	2383	1158	1226	951	2142	2511	1999	2034	2110	1923	1650	1738	1444	1523	1366	1400	1725	1719.28	1909	1492	0.783	-0.354	-3.5	0.000466018806547428	0.00849657514389053	0.0083	0.1973	0.0128	0.0128	TRUE	0.0965
LMRG_RS03180	120	164	109	222	228	211	95	98	84	141	193	154	213	172	165	151	154	118	122	121	92	133	144.93	168	117	0.698	-0.52	-3.5	0.000465363221096545	0.00849657514389053	0.0122	0.2053	0.0213	0.0213	TRUE	0.1802
LMRG_RS12605	2044	1856	1686	3194	3514	3032	1479	1406	1282	3271	3172	2630	2409	2658	2373	2322	2212	1844	1747	1841	2137	2179	2213.85	2434	1950	0.803	-0.317	-3.448	0.000564637418920614	0.00997290841168535	0.0068	0.1971	0.0106	0.0106	TRUE	0.0539
LMRG_RS03530	1792	1627	1440	3171	2870	2682	1422	1428	1085	1890	2461	2306	2112	2271	2356	1897	1956	1773	1774	1558	1235	1691	1902.49	2150	1606	0.747	-0.421	-3.442	0.000577001899429671	0.0101279960732189	0.0125	0.1972	0.019	0.019	TRUE	0.2095
LMRG_RS06520	77	78	61	124	212	130	50	60	40	82	121	99	101	96	92	140	95	62	75	57	54	83	86.78	104	66	0.636	-0.653	-3.44	0.000582483158531342	0.0101610950988245	0.0233	0.2111	0.0344	0.0344	TRUE	0.3398
LMRG_RS02065	331	244	311	490	583	243	120	187	136	173	323	426	317	490	364	385	177	150	232	195	113	222	279.24	360	182	0.507	-0.98	-3.419	0.000628077912968543	0.0108075239902525	0.0951	0.2011	0.1032	0.1032	TRUE	0.2663
LMRG_RS14160	74	58	60	122	84	88	35	33	42	79	62	95	75	95	91	56	64	44	41	60	52	43	64.96	79	48	0.608	-0.718	-3.419	0.000628576672028408	0.0108075239902525	0.0269	0.216	0.0403	0.0403	TRUE	0.1524
LMRG_RS13590	144	94	151	141	153	141	45	44	50	136	119	185	122	238	105	101	103	56	55	72	89	82	109.75	142	71	0.503	-0.992	-3.412	0.000644320500444238	0.0109689743027435	0.0899	0.2081	0.0993	0.0993	TRUE	0.2643
LMRG_RS11350	237	267	110	253	328	287	114	99	79	214	261	305	347	173	188	217	209	142	123	113	140	179	194.25	240	139	0.585	-0.773	-3.406	0.000659252345145603	0.0111559708226436	0.0518	0.2031	0.0614	0.0614	TRUE	0.1735
LMRG_RS13005	397	388	249	528	678	480	243	252	175	484	517	511	504	393	392	448	350	303	313	251	316	355	376.02	433	308	0.714	-0.485	-3.4	0.000672854677407986	0.01131837689497	0.0159	0.1999	0.0237	0.0237	TRUE	0.1038
LMRG_RS06205	159	147	139	295	290	277	116	111	132	244	233	205	191	219	219	192	202	145	138	190	159	160	183.54	205	158	0.774	-0.37	-3.398	0.000677735295440293	0.0113330174255282	5e-04	0.2035	0.0098	0.0098	TRUE	0.101
LMRG_RS07920	209	190	78	60	29	47	24	24	25	28	32	269	247	123	45	19	34	30	30	36	18	22	79.32	123	27	0.221	-2.177	-3.386	0.000709324705722662	0.0117225240840482	0.5614	0.2125	0.5168	0.5168	TRUE	0.0621
LMRG_RS09355	874	843	721	1374	1474	1292	634	653	655	1184	1325	1125	1094	1137	1021	974	942	790	811	941	774	910	956.28	1049	845	0.807	-0.309	-3.378	0.000729674731673302	0.0119887255331904	0.0056	0.1979	0.0099	0.0099	TRUE	0.0454
LMRG_RS04910	4511	4146	2507	2749	3664	2244	1241	1555	1269	1515	1517	5804	5382	3953	2042	2421	1637	1547	1932	1822	990	1042	2597.51	3540	1467	0.414	-1.271	-3.366	0.000762157789063259	0.0123784937465102	0.1787	0.1971	0.1864	0.1864	TRUE	0.0708
LMRG_RS02785	391	385	360	699	784	692	259	283	211	683	673	503	500	568	519	518	505	323	352	303	446	462	454.43	519	377	0.732	-0.45	-3.343	0.000827726509148494	0.0133666006563065	0.0151	0.1994	0.0214	0.0214	TRUE	0.1893
LMRG_RS07900	1165	555	159	112	87	111	36	58	46	176	107	1499	720	251	83	57	81	45	72	66	115	74	278.48	448	74	0.166	-2.591	-3.337	0.000847525493184223	0.0134926457086812	0.874	0.2011	0.7816	0.7816	TRUE	0.3397
LMRG_RS13210	713	548	159	671	543	475	210	202	160	296	381	917	711	251	498	359	346	262	251	230	193	262	389.17	514	240	0.466	-1.101	-3.336	0.000849855249874468	0.0134926457086812	0.1389	0.1998	0.1394	0.1394	TRUE	0.1743
LMRG_RS03535	1315	1172	1202	3074	2939	2815	1006	1036	835	1894	2546	1692	1521	1895	2284	1942	2053	1254	1287	1199	1238	1749	1646.8	1898	1345	0.709	-0.496	-3.331	0.000866728088108204	0.0136836512681217	0.0231	0.1973	0.0284	0.0284	TRUE	0.3502
LMRG_RS14250	56	48	38	72	68	76	28	25	25	71	42	72	62	60	53	45	55	35	31	36	46	29	47.75	58	35	0.623	-0.682	-3.317	0.000909527958991801	0.0142006961995074	0.0154	0.223	0.032	0.032	TRUE	0.3174
LMRG_RS03555	1353	1449	988	3282	2738	2585	1090	1099	847	1841	2411	1741	1881	1558	2438	1809	1886	1359	1365	1216	1203	1656	1646.6	1886	1360	0.721	-0.472	-3.314	0.000920279614289083	0.0142896164284667	0.021	0.1973	0.0259	0.0259	TRUE	0.2561
LMRG_RS02795	1106	1309	850	992	841	759	389	384	453	545	566	1423	1699	1340	737	556	554	485	477	651	356	389	787.85	1052	472	0.448	-1.157	-3.311	0.000930971041642051	0.01437663477421	0.1483	0.1982	0.1584	0.1584	TRUE	0.0876
LMRG_RS09880	3035	3066	2566	1812	2112	1601	966	991	805	1170	1375	3905	3980	4046	1346	1396	1168	1204	1231	1156	765	945	1921.92	2640	1060	0.402	-1.316	-3.305	0.000948257925079036	0.0145640048710509	0.208	0.1972	0.207	0.207	TRUE	0.0424
LMRG_RS07410	647	678	531	1206	1201	1114	526	445	479	968	1157	832	880	837	896	794	813	656	553	688	633	795	761.44	842	665	0.791	-0.338	-3.3	0.000966666850086556	0.0147664892883492	0.0074	0.1982	0.0123	0.0123	TRUE	0.1518
LMRG_RS02375	87	76	48	81	112	40	28	34	22	55	50	112	99	76	60	74	29	35	42	32	36	34	57.15	75	36	0.482	-1.054	-3.287	0.00101138580501134	0.0152843651602249	0.1022	0.2187	0.1126	0.1126	TRUE	0.1699
LMRG_RS12800	603	671	677	7920	6882	10366	140	134	103	1742	1827	776	871	1067	5884	4548	7561	175	166	148	1138	1255	2144.5	3451	576	0.167	-2.581	-3.285	0.00102079090218495	0.0153444419658227	0.9063	0.1972	0.8079	0.8079	TRUE	0.0964
LMRG_RS06515	95	113	84	191	356	197	56	69	58	136	185	122	147	132	142	235	144	70	86	83	89	127	125.18	154	91	0.593	-0.754	-3.276	0.00105216205417428	0.0156495261320869	0.05	0.2067	0.0601	0.0601	TRUE	0.7822
LMRG_RS03570	2314	2274	1839	4818	4219	3770	2008	1781	1589	3043	3892	2977	2952	2900	3579	2788	2750	2503	2213	2282	1988	2674	2691.46	2991	2332	0.78	-0.359	-3.273	0.00106375417571484	0.0157391062857076	0.0109	0.197	0.0154	0.0154	TRUE	0.1162
LMRG_RS02205	530	457	301	566	667	638	297	325	231	557	485	682	593	475	420	441	465	370	404	332	364	333	443.57	513	361	0.705	-0.505	-3.27	0.0010742588772155	0.0158117478490157	0.0224	0.1994	0.0288	0.0288	TRUE	0.2907
LMRG_RS08870	1053	911	834	2180	2869	1961	683	670	599	1672	1878	1355	1183	1315	1619	1896	1430	851	832	860	1093	1290	1247.73	1466	985	0.672	-0.573	-3.253	0.00114332725043365	0.0164849122945178	0.0343	0.1976	0.0397	0.0397	TRUE	0.3687
LMRG_RS01480	630	591	433	1142	1213	1267	417	478	351	1175	646	811	767	683	848	802	924	520	594	504	768	444	696.73	806	566	0.702	-0.51	-3.208	0.00133847767110097	0.0185418524437811	0.0254	0.1984	0.0315	0.0315	TRUE	0.4946
LMRG_RS04245	2491	3076	2954	772	996	725	441	495	494	1022	712	3205	3993	4658	574	658	529	550	615	709	668	489	1513.4	2270	606	0.267	-1.904	-3.195	0.00139770087003737	0.019035112835239	0.5019	0.1974	0.4642	0.4642	TRUE	0.0624
LMRG_RS00250	416	443	362	575	712	611	273	243	301	600	572	535	575	571	427	471	446	340	302	432	392	393	444	504	372	0.741	-0.433	-3.191	0.00141709042016258	0.0191612321884184	0.0147	0.1994	0.0217	0.0217	TRUE	0.1246
