401 -63.8971 47.14381
401 -63.8944 47.125984
401 -63.8902 47.111588
401 -63.8868 47.097187
401 -63.8847 47.086903
401 -63.8833 47.082104
401 -63.8827 47.075249
401 -63.8799 47.067707
401 -63.8771 47.061535
401 -63.8737 47.05468
401 -63.8723 47.048508
401 -63.8682 47.041653
401 -63.8682 47.041653
401 -63.8661 47.029312
401 -63.864 47.02177
401 -63.862 47.010799
401 -63.8599 47.001884
401 -63.8592 46.997772
401 -63.8585 46.993656
401 -63.8583 46.987556
401 -63.858 46.974514
401 -63.8578 46.963245
401 -63.8572 46.948238
401 -63.8559 46.940571
401 -63.8525 46.927799
401 -63.8512 46.921837
401 -63.8487 46.912895
401 -63.8453 46.899265
401 -63.8427 46.886917
401 -63.8397 46.87542
401 -63.8368 46.863922
401 -63.8291 46.845612
401 -63.8197 46.821339
401 -63.8074 46.798344
401 -63.7847 46.773701
401 -63.7646 46.757938
401 -63.7339 46.735584
401 -63.7101 46.725319
401 -63.6821 46.716225
401 -63.6319 46.691193
401 -63.6319 46.691193
401 -63.6284 46.68895
401 -63.6257 46.687157
401 -63.6231 46.685364
401 -63.62 46.683121
401 -63.6155 46.679985
401 -63.6129 46.678192
401 -63.6098 46.675053
401 -63.6062 46.672363
401 -63.5996 46.666534
401 -63.5943 46.662498
401 -63.5889 46.658016
401 -63.5836 46.653534
401 -63.573 46.646362
401 -63.561 46.64188
401 -63.5539 46.639191
401 -63.5437 46.634705
401 -63.53 46.631119
401 -63.5234 46.628429
401 -63.507 46.622601
401 -63.4959 46.617672
401 -63.4844 46.613636
401 -63.4718 46.609997
401 -63.4563 46.606201
401 -63.4476 46.603668
401 -63.4417 46.601982
401 -63.4333 46.600292
401 -63.4262 46.598606
401 -63.4216 46.598183
401 -63.4157 46.59734
401 -63.4053 46.596497
401 -63.3944 46.596073
401 -63.3835 46.59565
401 -63.3756 46.594807
401 -63.3756 46.594807
401 -63.371 46.594807
401 -63.3609 46.594387
401 -63.3559 46.594387
401 -63.3475 46.594387
401 -63.3428 46.593067
401 -63.3382 46.592644
401 -63.3352 46.591801
401 -63.3294 46.589691
401 -63.3248 46.587582
401 -63.3223 46.586315
401 -63.3202 46.585472
401 -63.3151 46.583363
401 -63.3126 46.58252
401 -63.311 46.581253
401 -63.3093 46.58083
401 -63.3043 46.579567
401 -63.3026 46.579144
401 -63.3008 46.57885
401 -63.297 46.577301
401 -63.2913 46.575348
401 -63.2814 46.571373
401 -63.2695 46.566738
401 -63.2545 46.563534
401 -63.2457 46.561844
401 -63.2376 46.558128
401 -63.231 46.554153
401 -63.2228 46.550163
401 -63.2022 46.538139
401 -63.1967 46.53413
401 -63.1864 46.529621
401 -63.1795 46.527115
401 -63.1756 46.525112
401 -63.1731 46.523609
401 -63.1726 46.523609
401 -63.1634 46.52042
401 -63.155 46.513145
401 -63.155 46.513145
401 -63.1474 46.508801
401 -63.1419 46.508987
401 -63.1383 46.50639
401 -63.1299 46.50639
401 -63.1242 46.505348
401 -63.1184 46.505348
401 -63.1142 46.505348
401 -63.1059 46.506908
401 -63.0991 46.508987
401 -63.068 46.505608
401 -63.068 46.505608
401 -63.0585 46.50301
401 -63.0523 46.50145
401 -63.0476 46.500412
401 -63.0361 46.502491
401 -63.0214 46.500412
401 -63.0152 46.499374
401 -63.0073 46.498699
401 -62.9932 46.499893
401 -62.9838 46.50301
401 -62.9738 46.50301
401 -62.965 46.502491
401 -62.9553 46.50275
401 -62.9464 46.502232
401 -62.9344 46.497555
401 -62.9239 46.495476
401 -62.9187 46.491837
401 -62.9119 46.489758
401 -62.9067 46.49028
401 -62.8946 46.491318
401 -62.8831 46.493916
401 -62.868 46.495476
401 -62.8452 46.499893
401 -62.8322 46.50301
401 -62.8207 46.503529
401 -62.8086 46.50457
401 -62.794 46.506126
401 -62.7837 46.505199
401 -62.7722 46.505901
401 -62.7302 46.521198
401 -62.7176 46.522758
401 -62.6944 46.520939
401 -62.6781 46.522301
